English	Field	Amharic 
curie	Py	ኩሪ
Curie point	Py	ኩሪ ነጥብ
curing	Ag	እክም ቆይ
curing	Bc	ማንጠንክር
current	Em	ኮረንቲ
current	Gl	ጎርፍ (ለወንዝ/ ነፋስ/ ለአየር)
current	Py	ዝረት (ለኮረንቲ)
current goods and services	St	ወቅታዊ እቃዎችና ግልጋሎቶች
current meter (of streams)	Gg	ጎርፍ ሜትር (የፍሴት)
curvature (of the earth's surface)	Gg	ሰንድቅ (የመሬት ገፅ) ሰነደቀ- ከበበ/
curvature	Gl	አጥፋት
curvature	Py	ኩርባት
curve	Em	ኩርባ
curve	Ma	ኩርባ (ጥምዝ)
curve	Py	ኩርባ
curve fitting	Ma	ኩረባ
curvilinear	Py	ኩረባዊ
curvilinear	St	ጉባጣዊ
curvilinear coorrelation	St	ጉብጣዊ ተዛምዶ
curvilinear motion	Py	ኩርባዊ እንቅስቃሴ
cusp	Gl	ሹሌ
cusp	Me	ልጣም (የክፍክፍ)
cusp	Zo	ሹላይ (ከ‹‹ሾለ››)
cuspate delta	Gg	አናቶደል (ደልታ)
cticle	Bt	ቅርፊት (ቅርፊት ሽፋን)
cutin	Bt	ቅርፊት
cutinization	Bt	መቀርፈት
cut-off (of lake)	Gg	ቁርጦ ሃይቅ
cut off	Py	ማብቂያ
cut of frequency	Em	ማቋረጫ ፍሪቀንሲ
cuticle	Bt	ቅርፍሽፋን ( ቅርፊት ሽፋን)
cuttings (s)	Ag	ቀርጤፋ (ዎች)
cutting	Bt	ቅጥፍ ትክል
cutting planes	Bc	ሰይፍ ዝርገት
cyancobalamin	Nu	ቪታሚን ቢ 12
cycle	Em	ኡደት
cycle	Nu	ኡደት
cycle	Py	ኡውደት
cycle	Zo	ኡደት
cycle of erosion	Gl	ኡደት ቡርቡር
cyclie	Ch	ኡደታዊ
cyclie	Ma	ዙሮሽ (ኡደታዊ)
cyclic	Py	አውዳዊ
cyclical component	St	ተደጋጋሚ ክፍል
cyclic group	Ma	ዙሮሽ ቡድን
cyclization	Ch	ኡደታነት
cyclone	Gg	ኩርፊት
cclonic rain fall	Gg	ኩርፊታዊ ዝናብ
cyclothem	Gl	ኡደተ ዝቅጤ
cyclotron	Py	ሳይክሎትሮን
cylinder	Em	በርሜል
cylinder	Ma	በርሜሎ ( ሲሊንደር)
cylinder	Py	ሲሊንደር
cylinder black	Em	ብሎኮ (ጣሊያንኛ)
cylinder head	Em	ቴስታታ (ጣሊያንኛ)
cylinderical	Py	ሲሊንደራዊ
cylinderical coordinate system	Ma	በርሜሎአዊ ሰርአተውቅር
cylinderical projection	Gg	ሲሊንደራዊ ትይታ (ውድቂያ)
cylinderical reflector	Em	በርሜላይ አንፀባራቂ
cyme	Bt	ኳስ አበባ
cymose	Bt	ኳሴ
cynrotron	Py	ለሊንክሮትሮን
cyst	Bt	ሙሽግ
cyst	Me	ሊለት
cyst formation	Bt	ሙሸጋ
cysteine	Nu	ሲስቴን
cystic duct	Zo	ቦየ ከረጢት
cystine	Nu	ሲለቲን
cytochrome	Bt	ላይቶክሮም
cytokinesis	Bt	ቤት ህዋስ ክፋሌ
cytokinin	Bt	ሳይቶኪኒን
cytology	Ag	ጥናተህዋስ
cytology	Bt	ስህዋስ
cytoplasm	Bt	ቤተህዋስ
cytooplsmic streaming	Bt	ቤተህዋስ ፍለት
cytotaxonomy	Bt	ህዋላዊ ስርአተ ምደባ
dado joint	Bc	ስክ
daily march of temperature	Gg	አለታዊ ልከሙቀት ትመት
daily maximum temerature	Gg	አለታዊ መልእል ልከሙቀት
daily minimum temperature	Gg	አለታዊ መንእስ ልከሙቀት
daily range of temperature	Gg	እለታዊ ልከሙቀት ልዩነት
dairy cattle	Ag	ያሊብ ዳልጋ ከብት
dairy farming	Gg	ወተት ከብት ርቢ
dairy products	Nu	ወተት ውጤት
dairy type	Ag	ያሊብ ከብት
dais	Bc	መድረክ
dalmation coast	Gg	ዳልማዊ ስጥመጥርፍ
dam (cow)	Ag	ጋመሪት (ላም)
dam	Bc	ግድብ
damp	Py	ማጫጨት
damped harmonic motion	Py	የጫጨ ህብራዊ  እንቅስቃሴ
damped vibration	Py	የጫጨጩ ርግብጋቢ
dampener	Em	ማድሚያ
dampint	Em	ማድከሚያ
dampint	Py	ጭጭጣ
dampproof	Bc	እርጥበት ከል
danddruff	Me	ፎረፎር
Darey's law	Gl	የዳርሲ ህግ
dark reaction	Bt	ብርሃን አይሻ አፀግብሮት
Darwinism	Ag	ዳርዊናዊነት
Darwinism	Zo	ዳርዊናዊነት
dashpot	Em	አዛጋሚ
data	Em	ስጦት
data	Py	ጭብጥ
data	St	ውህብ
data flow	Em	ስጦት ፍሰት
data path (route)	Em	ስጦት መስመር
data reduction	Py	ጭብጥ ክውነት
date(v)	Py	መዘመን
datum	Bc	ዳቱም
datum (level)	Gg	ከፍታ ማጣቀሻ
datum	Gl	ማጣቀሻ
datum line	Em	መነሻ መስመር
daughter cell	Bt	ገረድ ህዋስ
daughter cell	Zo	ግልገል ህዋስ
daughter substance	Py	ውልድ እቅ
day-neutral plant	Bt	ቀን ጎለል እፅ
daylight saving time	Gg	ጣይብርሃን ማዳኛ ጊዜ
D.D.T	Ch	ዲዲቲ
deactivate	Ch	መደበር
deactivating group	Ch	ደባሪ አካል
deactivation	Ch	ድባሬ
dead center	Em	መቀቆሚያ
dead ground	Gg	ሙት ምድር
dead light	Bc	ቅብል ብርሃን
dead load	Bc	ሙት ክብደት
dead load	Em	በዱን ጭነት
deamination	Bt	ንጥለ አሚን
death rate	Gg	ቅጥበ ሞት
death rate	Nu	ሞት መጠን
debeaking	Ag	መቀንባት
debris	Gg	ገግባሶ (የተግበሰበሰ)
debris	Gl	ፍርስ
debris slide	Gl	ፍርስ ሽርት
decade box	Em	አስርዮሽ ሳጥን
decade counter	Em	አስርዮሽ ቆጣሪ
decalcification	Nu	ኢውህደት ካልስዮም
decant (to)	Ch	ማቅረር
decantation	Ch	ቀረራ
decarboxylation	Ch	ኢካርቦክሲልነት
decay	Py	መበስበስ
decay constant	Py	የብስብስት ኢተለዋጭ
decay series	Gl	ለልጥቅ ምንምን
decaying quantity	Em	ሟሳሽ ስፍር
dechcbitus bedsore	Me	ጋድሞሽ ቁስል
decelerate	Py	ማብረድ (ማቀዝቀዝ) (ሽምጠጣን
deceleration	Py	በረዳ፣ ቅዝቀዛ
deciduous	Bt	ቅጠለ ረገፍ
deciduous forest	Bt	ቅጠለ ረገፋ ደን
deciduous teeth	Me	ወተት ጥርስ
deciduous tree	Gg	አረርጋፊ ዛፍ
dicile	St	አስርዮሽ
decimal	Ma	አስርዮሽ
decimal expansion	Ma	አስርዮሽ ዝርገት
decimal fraction	Ma	የአስርዮሽ ክፋልፋ
decimal number	Ma	የአስርዮሽ ቁጥር
decimal place	Ma	የአስርዮሽ ቤት
decimal system (decimal number system)	Ma	አስርዮሽ ስርአት (አስርዮሽ ቁጥር ስርአት)
decimeter	Ma	ዴሲ ሜትር
declination	Py	አጋድሎ
decode	Cm	ማልኮድ
decollement	Gl	ሽብሽብ ጠለል
decompose (decomposition)	Me	ፍርሰት
decomposer	Bt	አፈራራሽ
decomposer (in nature)	Gg	አፈፍረስራሽ (በተፈጥሮ ውስጥ)
decomposition	Bt	ፍርሰት
decomposition	Ch	ፍርሰት
decomposition	Gl	ብስባሴ
decomposition of a fraction	Ma	የክፍልፋይ ብተና
decompression	Py	ኢእመቃ
decreasing function	Ma	አናሽ ቅን ተዛምዶ
dedendum	Em	ጥርስ (ጥርስ ስር)
dedendum circle	Em	ጥርስስ ክብ
deductive reasoning	Ma	መንእሳዊ አመክንዮት
deeps	Gg	መቅኔ
defacto count	St	ግኝት ቆጠራ
defacto population	St	ግኝት ህዝብ
defatted milk	Nu	ቅባ አልባ
defection	Me	ስገራ መውጣት
defect	Ag	ጉድለት
defect	Py	ለላንክ
defect	St	እንከን
defective	St	እንከናም
defective items	St	እንከናም ውጤቶች
defect solid	Xh	ሰንከኛ ጥጥር
deficiency	Me	እጥረት
deficiency disease	Nu	ምግብ እጥረት በሽታ
deficiency symptom	Nu	ምግብ እጥረት ምልክት
definable	Py	ተበያኝ
define	Py	መበየን
definite (determinate) inforescence	Bt	ወውሱን ስርአተ አበባ
definite integral	Ma	ውስን እጉር
defination	Ma	ትርጓሜ
defination	Py	ብይነት
deflation	Gg	መሸፍሸፍ
deflation	Gl	ነፋስ ጥርገት
deflation hallow	Gg	ሸፍሽፍ ብርቡር
deflecting coil	Em	አዛናፊ ጥንጥን
deflection	Bc	ልመጣ
deflection	Py	ልብቀት
deflection angle	Bc	ምእዙን ልመጣ
deflection yoke	Em	ያዛናፊ ኮርቻ
deflocculate	Ag	በትንጓል
defoliation	Bt	ርግፈ ቅጠል
deforestation	Gg	ደን ምንጠራ
deform	Py	ቅርፅ መለወጥ
deformation	Bc	ወጤ ቅርፅ
deformation	Gl	ቅርፅ ብልሽት
deformation	Py	ለውጠ ቅርፅ
deformed bars	Bc	ምግር ብረት
defromity	Me	ቅርፀ ብልሹነት
degenerate	Ag	ማሽቆልቆል
degenerate	Py	ጭጩ
degenerate state	Py	ማጩ ሁነት
degradation	Ch	ኩሰት
degradation	Gg	ፍረሰረሳ
degradation	Gl	ቡርቡር
degradation	Nu	ማሳነስ
degree	Ma	ዲግሪ
degree (of a polynomial nth degree	Ma	እርከን (የፖሊኖሚያል) ቁኛ እርከን
degree	Py	ልክ (ዲግሪ)
degree of association	St	ጉድነት ደረጃ
degree of dissociation	Ch	እርከነ ገመሳ
degree of extension	Ma	እርከነ ዝርገት
degree of freedom	Py	የነፃነት ልክ
degree of freedom	St	ነፃነት ደረጃ
degree of orientation	Py	የቅጠት ልክ
dehiscent	Ag	ከፍቴ
dehiscent fruit	Bt	ትርትር ፍሬ
dehorning	Ag	ቀንድ መቀንጠፍ
dehydrate (to)	Ch	ውሃንስ
dehydration	Bt	ውሃነስነት
dehydration	Ch	ውሃአነስነት
dehydration	Gg	ድርቅረቃ
dehydration	Me	ውሃነስነት
dehydration	Nu	ውፃተ ውሃ
dehydrogenate (to)	Ch	ሃይድሮጅን መንቀል
dehydrogenation	Ch	ሃይድሮጅን ነቀላ
dehydrohalorgenation	Ch	ሃይድሮሃሎጂን ነቀላ
deionizer	Ch	አዮን አስወጋጅ
de jure count	St	ምዝግብ ቆጠራ
de jure polution	St	ምዝግብ ህዝብ
dealy line	Em	ማዘጊያ መስመር
dealyed (v)	Py	ረፈደ
delayed reaction	Py	እርፍዳዊ ግለሰቦች
deliquescence	Ch	ሟሟቴነት
deliquescent	Ch	ሟሟቴ
delirium	Nu	ቅዠት
delivery	Me	መገላገል
delocalization	Ch	ኢምሱግነት
delocalization energy	Ch	ኢምሱግ ጉልበት
delocalized	Ch	ኢምሱግ ጉልበት
delta	Gg	ደል
delta connection	Em	ሶማ እስር
deltoid	Me	ትከሻ ጡንቻ
demagnetization	Em	ኢመገንጢስ
demagnetization	Py	ኢምፍነጥ
demagnetize	Py	ኢምመግነጥ
dementia	Nu	አእምሮ መሳት
demineralization	Nu	ኢመማስማእድን
demineralizer	Ch	ሚኒራል አስወጋጅ
demodulate	Em	ማንጠር
demography	Gg	ህዝብ ፅፍ
demography	St	ህዝብ ነክ ጥናት
demonstrate	Py	ማስተራየት
demonstration	Me	እማሬ
demonstration	Nu	ሰርቶ ማሳየት
demonstration	Py	አስተርየት
denaturation	Ch	ፍርስ ሁኔታ
denatured alcohol	Ch	ሲቢርቶ
dendrite	Me	ናሜ (የነርቭ)
dendritic	Gl	ዛፌ ቅርፅ
dendritic drainage	Gg	ዛፍያ መትረብ
dendritic road pattern	Gg	ዛፍያ መንገድ ቅጥ
dendrology	Ag	ጥናቁ ዛፍ
denduation	Gl	የመሬት መበላት
denitrification	Bt	ንጥለ  ናይትሮጂን
denitrification	Ch	ናይትሮ ነቀላ
denominator	Ma	ታህት
dense population	Gg	ግጥግጥ ሰፍር
density	Gl	ዴንሲቲ
density	Py	እፍጋት
density of population	Gg	ህዝብ ዝፈት
dental	Me	ጥርስ (ጥርስ ስር)
dental caries	Nu	ጥርስ  መበስበስ
dental formula	Zo	ቅማሬ ጥርስ
dentation	Zo	ጥርሳት
dentine	Me	እብን
dentine	Zo	ንብረነው
denudation	Gg	ግጥግጦሽ
denumerable	Ma	ተዘርዛሪ
deoxygenated blood	Me	ንጥለ ኦክሲጅን ደም
departure	Bc	ፈርጆጥ
dependancy ratio	Gg	እጋዘ ውድር
dependent	Ma	ጥገኛ
dependent	St	ጥገኛ
dependent euqation	Ma	ጥገኛ እኩልታ
dependent variable	St	ጥገኛ ተለዋዋጭ
deplasmolysis	Bt	ኢህዋስ ክሳት
depletion layer	Em	ምንምን ስፍራ
deposit	Ch	ዝቅጥ
deposit	Gl	ዝቅጥ ክምችት
deposition	Gg	ዝቅጠት
deposition	Gl	ዝቅጠት
depositional remanent magnetism	Gl	ዝቅጣዊ ቅሪተ ማግኔት
depreciation	St	ቅንሰት
depreciation	St	ቅንሰት ልቀት
depreciation allowance	St	ስርጉድ
depressed	Me	ስጥመት
depression	Gg	ዘባጣ
depression	Gl	አእርደት
depression	Ma	ዱባቴ
depression	Nu	አእምሮ መደንዘዝ
depression rain fall	Gg	ሰስጥመት ዝናብ
depressor muscle	Zo	አውራጅ ጡንቻ
depth	Bc	ጥልቀት
depth (thread or gear)	Em	ጥልቀት
depth	Ma	ጥልቀት
deranged drainage	Gl	ቅጥየለሽ ውሃደረስ
derivation	Py	ግኘታ
derivative	Ma	ልወጥ
derivative	Py	ግኞት
derivative of a polnomial	Ma	የፖሊኖሚያል ልውጥ
derived	Py	ግኝ
derived unit	Py	ግኝ አሃድ
dermatitis	Nu	ቆዳ በሽታ (ክኒያሲን እጥረት የሚመጣ)
dermatologist	Me	ማእሲት (ከግዕዝ)
dermatology	Me	ሰስነማስ (ስነማእስ)
dermis	Me	ስነ ማእስ
dermis	Zo	ውስጠኛ ቆዳ (ገበር ቆዳ
desalination	Gg	ጨው ጥረት
desalinization	Bt	ንጥለ ጨው
descending colon	Me	ወራጅ አንጀት
descending colon	Zo	ቁልቁሎሽ ደንዳኔ
descending order	Ma	አቆልቋይ ስርአት
descending tubule	Zo	ቁልቁሎሽ ቱቦ
descriminant of a quadratic equation	Ma	ሁለታዊ እኩልነት መለያ
descriptive statstics	St	ገላጭ እስታትስቲክስ
descriptive survey	St	ገላጭ ቅንቀና
desert pavement	Gg	ምድረ በዳ ልስንጌ
desert soil	Gl	ምድረ በዳ ፈር (ምድረበዳ አፈር)
desert varnish	Gl	የመምድረ በዳ ውል ውል (የተወለወለ ድንጋይ)
design	Bc	ዲዛይን
design	Em	ዲዛይን
design	St	ንድፍ
dessicant	Ch	ክዋይ
dessilcation	Gg	ክወት
dessication	Gl	ስነንጥቀተኝ
dessicator	Ch	መከወያ
destructive	Ch	አውዳሚ
destructive	Py	አፍራሽ
destructive interference	Py	አፍራሽ ጥልቆሽ
detachable fastener	Em	ተፈች ማያዣ
detail drawing	Em	ዝርዝር ንድፍ
detassel	AG	ንግሌንቤ
detection (of demodulation)	Em	አንጥሮት
detection	Py	ጥቁመት
detector	Ch	ጠቋሚ
detergent	Ch	መንፅህ
determinant	Ma	ድርድር ዋጋ
determinate in - florescence	Ag	ወውሱን ዋልታበባ (ዋልታባ)
determination	Ch	ግኝት
dtermination	Py	ውስነት
determintaion of constants	Py	የኢተለዋዋጮች ውስነት (የቋሚዎች ውስነት)
determine (to)	Ch	ማግኘት፣ መወሰን
determinism (geographic)	Gg	ወሳኝነት (ምድረ ፀፋዊ)
deterministic model	St	ኢነሲባዊ ሞዴል
detonation	Em	ፍንዳታ
detonation	Py	ቅፅበ ፍንዳታ
detouring	Gg	ማጓደን
detrital	Gl	ክብል
detritus	Gg	ፍግፍጎሽ
detritus	Gl	ክብሌ
deuterium	Py	ዲቴሪየም
deuteron	Py	ዝባት
developing tank (developing bath)	Ch	ልዩነት (ርቆሽ)
deviation	Py	ዝባት
deviation	St	ልዩነት (ርቆሽ)
deviation about the mean	St	ከአማካይ ልዩነት (ርቆሽ)
deviation about the median	St	ገሚስልዩነት (ርቆሽ)
device	Em	እቃ
devitrification	Gl	አመስታውቶ
devonian period	Gg	አሳዊ ዘመን
dew	Gg	ጤዛ
dew	Py	ጤዛ
dew point	Gg	ጤዛ ቅጥብ
dew point	Py	መጤዣ ነጥብ
dewlap	Ag	ዳልጋ
dextral	Gl	ቀኖሽ
dextrorotatory	Ch	ቀኛዙር (ቀኝ አዙር)
dextrose	Me	ዴክስትሮስ
dextrose	Nu	ዴክስትሮስ
diabase	Gl	ዲያቤዝ
diabetes	Nu	ስኳር በሽታ
diabetes mellitus	Me	መአርኢር (ስኳር በሽታ)
diabetic	Nu	ስኳር በሽተኛ
diabetic diet	Nu	ስኳረኛ ምግብ
diachronous	Gl	ወቅት ዘለል
diagenesis	Gl	ዳያጄኔሲስ
diagnosis	Me	ፈርጅ
diagonal	Ma	ሰያፍ (ዲያጎናል)
diagram	Em	ሰስምረንድፍ
diagram	Py	ንድፍ
dial	Py	ፅላት
dial reading	Py	የፅላት ንባብ
dial thermometer	Py	የፅላት ሙቀት ሜትር (የፅላት ቴርሞ ሜትር)
dialysis	Bt	ለይ ስርጉት
diamagnetic	Ch	ዲያመግነጢሳዊ
diamagnetism	Py	ዳይመግነጢስነት
diameter	Ma	ትልቁ አውታር (ዲያሜትር)
diameter	Py	ግማሽ (ግማዘንግ)
diamond	Ch	አልማዝ
diamond	Gl	አልማዝ
diaphaniety	Gl	መስተላለፍ
diaphragm	Me	ድልሺ
diaphragm	Zo	ድልሺ፤ ብራኔ (ድልሺ ኢሮምኛ)
diaphragm	Py	ድልሺ
diaphysis	Zo	አናተአዳጊ አፅም
diapir	Gl	አቋርጤ ቅለት
diarrhea	Me	ተቅማጥ
diarrhea	Nu	ተቅማጥ
diarrheal disease	Me	ተቅማጥ በሽታ
diarthrosis	Zo	ተንቀሳቃሽ ጋጥም
diastase	Zo	ዳያስቴዝ
diastema	Zo	ባዴግንጭል
diastole	Me	ርጋቤ ምላተልብ
diastole	Zo	ርጋቤ ምላተልብ
diastophism	Gg	ጎነት
diastrophism	Gl	ዲያስትሮፌዝም
diatom	Bt	ባልጩት ዋአቅላሚ
diatomic	Ch	ክልተ አቶማዊ
diatomic element	Ch	ከክልተአቶማዊ ንጥረ ነገር
diatomite	Gg	ነጩ ዝቀት
diatomite	Gl	አንቦራ
diatreme	Gl	ገሞራ ቅፅ ንብብር
dichotomy	St	ሁለት ክፍለት
dichroic	Py	ቀለመክልኤ
dichroic crystal	Py	ቀለመክሌ ቅዛዛ
dicot (dicotyledon)	Bt	ሁለክክ (ሁለት ክክ)
dicotyledons	Ag	ሁለክክ (ሁለት ክክ)
dicotyledons flower	Ag	ሁለክካበባ
dicotyledons plants	Ag	ሁለክክ እፅዋት
die	Em	ቅርፅ ማውጫ
die	Em	ሴቴ ጥርስ ማውጫ
dielectric	Py	ዳይ ኤሌክትሪክ
dielectric constant	Py	የዳይኤሌክትሪክ ኢተለዋዋጭ
diesel cycle	Em	ዲዝል ኡደት
diesel engine	Py	የዲዝል ሞተር
diesel oil	Ch	ዲዝል ዘይት
die stock	Em	ሴቴ ጥርስ ማውጫ እጀታ
diet	Me	ምግብ
diet	Nu	ማእድ
dietary nuutrient	Nu	ማእዳዊ ንጥረ ምግብ
dietary study	Nu	ያመጋገብ ጥናት
dietary survey	Nu	ያመጋገብ ጥናት
dietary treatment	Nu	ማእዳዊ አከማ
dietetics	Nu	ጥናተ ማእድ
dietician	Nu	አመጋገብ አጥኝ
difference	Ma	ልዩነት
difference	Py	ልዩነት
difference of two sets (relative complement)	Ma	አንፃራዊ ማሟያ
differnentiable	Ma	ተለዋጭ
differnetial	Em	መለያያ
differential	Ma	ልዋጤ
differential calculus	Ma	የልዋጤ ካልኩለስ
differntial equation	Ma	የልዋጤ እኩልታ
differential geometry	Ma	የልዋጤ ጂኢሜትሪ
differential sttlement	Bc	ኢመሳ ስምጠት
differential weathering	Gg	ልዩነትያ ፍርፈራ
differential weathering	Gl	ልዩነትያ ፍርፈር
differential winding	Em	ተቃራኒ እስር
differentially permeable membrane	Bt	ለይ ክርታስ
differentiation	Bt	ልይይት
differentiation	Gl	ልይይት
differentiation	Ma	ልውጥውጥ
differentiation	Zo	ውልጠት (‹‹ተወለጠ›› ከሚል ግእዝ)
diffraction	Py	ውልግደት
diffraction grating	Py	የውልግደት ሽንትር
diffraction pattern	Ch	ጥመታዊ ጥለት
diffuse reflection	Gg	ናኚ ፅብራቃ (ኛኘ በየአቅጣጫው ሄደ)
diffused reflection	Py	ስርጭ ዕብረቃ
diffuser	Em	ግፊታካይ
diffusion	Ag	ንዝ (ንዝህ)
diffusion	Bt	ንኝት
diffusion	Py	ስርጭት
diffusion of gase	Py	የጋዞች ስርጭት
diffusion of heat	Py	የግለት ስርጭት
diffusivity	Py	ስርጩነት
digestible	Nu	ተፈጪ
digestible energy	Ag	ተብላሲ ጉልበት
digestible protein	Ag	ተብላሲ ፕሮቲን
digestion	Ag	ማብላላት
digestion	Me	ማብላላት
digestion	Nu	ምግብ መፍጨት
digestion	Zo	እንሽርሽረት
digestion coeficients (DPC)	Ag	ተብላሊ ሸለጎች (ተ.ፕ.ሽ) /ፕሮቲን/
digestive	Nu	ፈጪ
digestive enzyme	Nu	ምግብ ፈጭ ኤንዛይም
digestive enzyme	Zo	አንሸርሻሪ ኢንዛይም
digestive juice	Zo	አንሸርሻሪ ፈሳሽ
digestive system	Ag	ስራት ማብላሊያ አካል
digestive sytem	Me	ቅንባሮተ ልመት
digestive sytem	Zo	ስርአተ እንሽርሽሪት
digit	Ma	ሆሄ (የቁጥር)
digital (circuit)	Em	አሃዛዊ (ዙር)
digital to analog convertor (DAC)	Em	አሃዛዊ ወደ አምሳላዊ ለዋጭ (ሃምለ)
dihedral angie	Ma	ገፀ ሁለት ዘዌ
dihybrid	Zo	ድርብ ድቅል
dilatancy	Gl	ንፍት
dilatation	Py	ሰፊት
dilatational wave	Py	ሰፊያዊ ሞገድ
dilute (adj)	Ch	ብርዝ
dilute (to)	Ch	መበረዝ
dilute solution	Ch	ብርዝ ሙሙት
dilution	Ch	ብረዛ
dilution assay	St	ብርዘታዊ የንጥረ ጥናት
dimension	Bc	ሰፍረ ርዝመት
dimenstion	Em	ልክታ
dimension	Ma	ገጥ
dimension	Py	ሰፍረት
dimensional analysis	Py	ሰፍረታዊ ትንተና
dimension line	Em	መስመረ ልክታ
